"y","x1","x2","x3","x4","x5"
0.723829898513521,2.54033731063828,1.7168459482491,0.629606759408489,0.631978697222658,0.630910030840896
1.46368591210461,6.37827298371121,4.50717983301729,0.926441082498059,0.935399510944262,0.932820828745607
1.04598558142967,9.57188642118126,0.985380210913718,0.759526326321065,0.763254893331323,0.762227047230117
0.770549613409967,5.52546738879755,4.16654445696622,0.0680566446390003,0.0737199736270122,0.0737399898981675
-0.62450031408697,9.83067143009976,5.76317882398143,0.0393416727893054,0.0395191133301705,0.0409534254157916
1.27047491301433,5.11473868042231,2.50149021856487,0.2314126228448,0.239179374780506,0.23812163361581
-0.103006644173798,9.32823361828923,1.69783894205466,0.844217273406684,0.84713061593473,0.847183341556229
3.45116113932566,4.284277188126,5.01644602045417,0.979143189731985,0.982445133938454,0.979613129866775
1.2341632016103,4.85585135407746,8.33949854131788,0.180715844267979,0.18759265834,0.184384136826266
0.610192763168512,3.81652226205915,2.9590945946984,0.011842230334878,0.0169715633918531,0.0179324031760916
1.4194096374907,8.91015218105167,1.79627358680591,0.511282561346889,0.514711136282422,0.513144988000859
2.23635446587668,1.6378996684216,1.40003821114078,0.713167798472568,0.721356701527257,0.722455339287408
1.74581874678201,4.74134463118389,3.12170285498723,0.515779308741912,0.52185542618623,0.517325109282974
2.1530257032808,8.51211223052815,7.50656423624605,0.737621953478083,0.739478746159002,0.746631377674639
2.40907963388521,8.57463751221076,5.68016138859093,0.951694973744452,0.961523558429908,0.953574364804663
1.35736376572296,7.39684720523655,3.5828049830161,0.00806596665643156,0.0116411863430403,0.00910233578644693
-0.134851921817549,3.53099695872515,4.44904750678688,0.329328123480082,0.336795461073052,0.332511477628723
2.33412044024776,6.73373083118349,1.04169223690405,0.852031402057037,0.85373362054117,0.854014283735305
1.29714120065211,8.51568246027455,3.32530420273542,0.988964308053255,0.998881351414602,0.997452275373507
-1.9542995837236,5.95358034130186,1.02228722302243,0.713537937030196,0.716416884090286,0.71622774167452
-0.27899182861143,3.50925915874541,2.13054625084624,0.0172604171093553,0.0247903112787753,0.0213538353145123
1.35018349264133,4.19618821935728,3.20277502760291,0.169091119430959,0.173977147850674,0.170144005180337
0.994702872356119,6.17690807208419,4.82312693726271,0.304839769611135,0.312073309649713,0.314400137856137
2.02500893666058,6.90269484417513,2.12598085636273,0.988279391778633,0.988493579733186,0.996556539381854
3.60470226959466,7.49920548638329,0.856213197112083,0.819160093553364,0.825876930255908,0.82251412584912
-0.780478064425806,6.18954536039382,1.80268242955208,0.546708242734894,0.548101793043315,0.552433989134152
2.4128543034794,3.84831278584898,1.79694787133485,0.737357730511576,0.744137962225359,0.743114289804362
-0.508088142921787,5.23334910394624,1.07447503134608,0.245400630636141,0.247463074643165,0.254312771470286
2.24988902679813,6.87243981054053,7.71561282686889,0.917914962396026,0.923827719762921,0.924187195708509
0.505774458253962,0.784979786258191,8.83538335561752,0.485872398130596,0.487914354843087,0.492884422480129
0.598694672894289,8.11328325886279,0.0956735131330788,0.862280040048063,0.870015494166873,0.864311783078592
2.10902504282793,1.37328133918345,2.30344079667702,0.851547901751474,0.853303156453185,0.851723412338179
2.85298932539741,9.68751206528395,8.8297389424406,0.48215321241878,0.489707533901092,0.487000081390142
0.879225609058385,6.54224174562842,3.70231116889045,0.469897591043264,0.470612317107152,0.470729677937925
1.43349384084935,9.46489134337753,6.99061897350475,0.840857223374769,0.845709910059813,0.844024068419822
-0.746752662623376,1.25078676268458,9.15686501190066,0.0741358816158026,0.0796199706266634,0.074293327499181
0.641839312171283,5.53883633110672,5.10737565113232,0.941984581761062,0.943010312544648,0.951576241981238
1.30030951139468,4.69482130138204,7.91112130973488,0.316606726963073,0.318083789346274,0.316991399535909
0.919178228874482,8.617214334663,5.51570057403296,0.205932205775753,0.208251021290198,0.211619595461525
-0.130960895553622,6.16192496847361,0.658170497044921,0.158945484319702,0.165823794601019,0.166363766228315
0.276079144084336,1.0261076525785,0.57849942240864,0.132123112911358,0.137472630441189,0.13651147719007
3.31404954181741,9.62968672160059,3.59570358414203,0.773518321570009,0.778679268965498,0.776870194892399
